0.096271442,0.999070289,0.239766922
0.824710785,0.262952749,0.594866367
0.007955526,0.018342058,0.699867456
0.993510879,0.254081741,0.656507671
0.72023833,0.782142652,0.472451922
0.90980905,0.332559774,0.049714079
0.782868638,0.6036269,0.96288246
0.912474205,0.51159946,0.230201536
0.020581325,0.572294639,0.16108838
0.43824951,0.040529456,0.970934625
0.546613543,0.559814322,0.220825466
0.414548925,0.254684476,0.824805657
0.113098112,0.277192201,0.7903352
0.486581224,0.623857739,0.384662097
0.033149409,0.424201,0.081189263
0.898416844,0.75794528,0.192413682
0.321450477,0.91361429,0.024409563
0.457299681,0.298597537,0.774132111
0.667330558,0.218197614,0.994617478
0.988285441,0.464943736,0.71032714
0.565034477,0.00207065,0.853393345
0.272733973,0.263267893,0.57714655
0.475197014,0.941197652,0.359657787
0.858227249,0.015497237,0.540887297
0.384435893,0.681993978,0.587967616
0.240813709,0.169091617,0.975765461
0.783033393,0.225366294,0.417004221
0.832137536,0.768800022,0.213042068
0.683748435,0.468089419,0.383270725
0.519290449,0.136723489,0.309728418
0.937826096,0.232749474,0.646898929
0.858534289,0.401552357,0.150933985
0.400225737,0.079845686,0.486270755
0.397409791,0.560136928,0.060223289
0.155678512,0.401027044,0.441787355
0.970540034,0.036277953,0.465003009
0.629225972,0.939764475,0.791659149
0.257692314,0.877088824,0.241044288
0.390781293,0.489104245,0.615799679
0.963487978,0.586930638,0.640199733
0.723608306,0.839344376,0.869546755
0.112246023,0.656030207,0.013994936
0.828393313,0.339949038,0.447897122
0.178218832,0.471503826,0.520821196
0.076808847,0.459597088,0.14315392
0.643277206,0.881477085,0.605690528
0.918602445,0.791884096,0.376876693
0.961605535,0.621686648,0.958149346
0.519904363,0.550420044,0.059343377
0.536208949,0.682362538,0.383721533
0.132635766,0.189284895,0.191940725
0.3696243,0.928153605,0.58611992
0.332222935,0.819402856,0.599079089
0.145009542,0.23527132,0.631254358
0.856641667,0.608331907,0.706619883
0.025254209,0.247191401,0.744191253
0.610601336,0.511139578,0.323316462
0.644257727,0.501330247,0.358893492
0.775717242,0.279475407,0.914227531
0.644075878,0.749003859,0.323088758
0.421076773,0.247516293,0.024148489
0.254752549,0.858440285,0.392401769
0.343164643,0.966853673,0.447199888
0.275454677,0.029994809,0.84317448
0.860692437,0.73931056,0.995409448
0.666418397,0.326714472,0.297868342
0.68540454,0.623730298,0.101822154
0.614703652,0.90866838,0.067024557
0.408390626,0.742929644,0.504445927
0.4364466,0.044828838,0.570857723
0.687285321,0.644893134,0.862830209
0.416312836,0.29772561,0.41570442
0.161943236,0.977120204,0.505851463
0.14422278,0.039078769,0.60648495
0.449356997,0.376387042,0.984218263
0.305607901,0.500287388,0.989293813
0.070937339,0.731393648,0.002690464
0.803429492,0.439816527,0.06315719
0.389164369,0.015778507,0.097082836
0.497936088,0.139724912,0.080921057
0.673527092,0.679176897,0.157412496
0.067416887,0.215730652,0.401099212
0.137214639,0.233099235,0.29705165
0.392770807,0.078059924,0.336127115
0.016434171,0.424645528,0.062937695
0.878953608,0.261109273,0.838120424
0.114434518,0.882148144,0.270539027
0.256830974,0.279986258,0.553418232
0.703806761,0.165696369,0.674277947
0.404487215,0.103547343,0.377787407
0.263909412,0.72941544,0.656722421
0.731618699,0.675603773,0.983741572
0.684347838,0.381842277,0.654452538
0.395778498,0.910514082,0.220751911
0.754953566,0.287646793,0.161363148
0.459552351,0.638589632,0.477411782
0.506024352,0.432862914,0.064468275
0.804270982,0.216623513,0.720467987
0.434215943,0.04466575,0.407541085
0.906896307,0.855555826,0.158082934
0.455753537,0.912801003,0.630765778
